login_id,user_id,timestamp,ip_address,city,country,geolocation_lat,geolocation_lon,user_agent,login_success,mfa_change_flag,impossible_travel_flag,typing_cadence_ms,session_id
LGN0000010,U0468,2026-03-01T23:06:21.599727,124.222.160.173,Lake Victoria,MY,52.747735,-175.0581,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),1,0,0,266,1d7ebe0b-159d-4056-87ef-ae22ce03736d
LGN0000011,U0353,2026-03-02T14:46:21.599820,171.247.16.35,Lake Allisonfort,KI,-54.506462,14.741573,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9; rv:1.9.5.20) Gecko/4586-02-04 01:37:43.573196 Firefox/3.8,1,0,0,356,cf04647b-9d84-4782-afd3-ae5dc2a6f542
LGN0000012,U0223,2026-03-04T19:08:21.599961,17.6.210.21,New Carol,CI,-39.6908115,-128.002349,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.1),1,0,0,152,9d631f45-a290-4651-bbcb-6379d5437c78
LGN0000013,U0274,2026-03-04T03:59:21.600047,22.43.203.26,Fullerbury,ME,-84.3595525,155.459531,Opera/9.82.(X11; Linux x86_64; ps-AF) Presto/2.9.172 Version/10.00,1,0,0,109,b4e9150b-1af6-4363-ae00-72dc30c79d33
LGN0000014,U0249,2026-03-01T01:57:21.600150,141.200.115.90,South Gabriel,IR,-52.9529735,-87.755675,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; hu-HU) AppleWebKit/534.46.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.46.5",0,0,0,96,a988fc27-b1c9-4905-9748-259f31e355f8
LGN0000015,U0149,2026-02-26T23:50:21.600248,106.35.43.164,Pollardton,SG,77.8033055,-166.246203,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/44.0.808.0 Mobile/96B982 Safari/533.0",1,0,0,170,10e8ba5b-0c88-401e-8567-40b9359782fc
LGN0000016,U0156,2026-03-03T00:05:21.600369,212.75.53.142,Marioville,SA,24.2124355,-98.11535,Mozilla/5.0 (Android 7.1; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,1,0,0,286,314260ad-71b7-41fa-ac1f-6cb63c8fff87
LGN0000017,U0000,2026-02-28T15:52:21.600503,33.2.161.100,Gloverside,GM,64.3857255,75.512432,Opera/9.81.(Windows NT 5.01; se-NO) Presto/2.9.185 Version/10.00,1,0,0,169,d6eade11-7de7-4cfd-8ba2-99e42ec5d66a
LGN0000018,U0185,2026-02-27T05:13:21.600605,70.28.4.124,Thomasburgh,TH,8.225138,147.432424,Mozilla/5.0 (Windows 98; mk-MK; rv:1.9.0.20) Gecko/4247-12-10 17:39:27.353882 Firefox/12.0,1,0,0,275,875febdf-b2eb-4755-8668-8849cc2325a3
LGN0000019,U0404,2026-02-27T05:53:21.600749,208.126.146.254,Daltontown,SM,-57.7205565,-19.305675,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/56.0.839.0 Safari/532.2",1,0,0,277,c1262b7e-3102-421d-b8bd-e67a6156895c
LGN0000020,U0482,2026-03-03T02:42:21.600870,62.174.139.4,Whitneymouth,DO,-25.0469645,28.426882,Opera/9.69.(X11; Linux x86_64; nds-NL) Presto/2.9.185 Version/12.00,1,0,0,302,5f9c485a-7cd7-44b5-85ec-e5af41d340f7
LGN0000021,U0493,2026-02-28T16:14:21.600960,166.63.146.128,South Diane,GM,-42.030623,104.04097,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:4.0; lb-LU) AppleWebKit/534.49.3 (KHTML, like Gecko) Version/4.0.1 Safari/534.49.3",0,0,0,264,e7a32986-6278-4240-b108-19175c92f50d
LGN0000022,U0116,2026-02-27T12:33:21.601059,95.107.201.211,Oliviamouth,MK,67.165706,113.185136,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9 rv:5.0; lb-LU) AppleWebKit/532.19.6 (KHTML, like Gecko) Version/4.0 Safari/532.19.6",1,0,0,384,5f1411ea-2ca2-481b-82e4-266c689e36b2
LGN0000023,U0230,2026-02-28T19:55:21.601158,80.6.39.19,Bonnieshire,SZ,82.341468,-166.049828,Opera/8.63.(X11; Linux i686; tg-TJ) Presto/2.9.186 Version/10.00,1,0,0,165,570371ee-4ec3-4671-9173-1a0bc1906c10
LGN0000024,U0160,2026-03-02T08:41:21.601246,38.230.43.164,Lake Kristenburgh,JP,60.418199,107.792995,Opera/8.44.(Windows 98; de-LU) Presto/2.9.184 Version/10.00,1,0,0,91,13587f63-8b37-41c8-a8c6-5b96b46a6608
LGN0000025,U0010,2026-02-28T08:11:21.601336,126.237.154.16,West Crystal,MX,53.819287,-135.0907,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:3.0; niu-NZ) AppleWebKit/533.43.3 (KHTML, like Gecko) Version/5.0.5 Safari/533.43.3",1,0,0,172,5c3fc95f-a2e2-4137-801b-5e17c7bfddae
LGN0000026,U0145,2026-03-04T02:27:21.601434,42.241.16.126,Lake Alexander,YE,-46.8556505,-21.93642,Mozilla/5.0 (Windows NT 6.1; kw-GB; rv:1.9.2.20) Gecko/3510-12-18 01:25:00.836945 Firefox/3.8,1,0,0,133,42587415-2317-44fc-aa92-01bcbc53b17f
LGN0000027,U0374,2026-03-04T21:07:21.601569,41.173.70.5,Allenhaven,CO,44.4379745,143.063556,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/30.0.812.0 Safari/533.0",1,0,0,354,b6241c35-7c46-4903-a54d-8285bc4caf3c
LGN0000028,U0402,2026-03-01T20:28:21.601691,28.208.101.84,West Michaelstad,TL,42.667681,-81.524518,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ru-RU) AppleWebKit/532.15.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.15.3",0,0,0,202,727372b7-1a1e-4d71-893b-52ff52addbda
LGN0000029,U0166,2026-03-05T10:41:21.601793,220.231.246.0,South Jennifer,NR,-79.108245,33.343464,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6; rv:1.9.3.20) Gecko/8281-06-10 09:35:36.553040 Firefox/9.0,1,1,0,301,973885a7-22dc-4d6b-9e5f-dadeb716cc88
LGN0000030,U0244,2026-03-03T18:09:21.601927,89.104.52.112,Lake William,TG,51.6322525,-179.692675,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.20.5 (KHTML, like Gecko) Version/5.0.2 Safari/531.20.5",1,0,0,312,3ef5fd62-ebe4-400d-a91e-2bec07872713
LGN0000031,U0270,2026-03-04T07:18:21.602027,21.9.13.147,Lake Kelliefurt,BY,78.10256,83.253344,Opera/8.76.(X11; Linux i686; yue-HK) Presto/2.9.171 Version/11.00,1,0,0,273,5693949b-a41f-4b56-9aa1-b0baedec8c23
LGN0000032,U0240,2026-03-04T14:10:21.602118,83.147.101.246,Port John,KM,18.713754,121.526311,Opera/8.96.(Windows NT 5.1; om-ET) Presto/2.9.182 Version/10.00,1,0,0,237,ca2bab59-2bc6-4ba4-a58c-6e089f5b6369
LGN0000033,U0282,2026-02-27T06:47:21.602206,219.199.8.188,Robertsberg,AG,8.0809265,56.13826,Opera/8.66.(Windows 98; Win 9x 4.90; sw-TZ) Presto/2.9.165 Version/12.00,1,0,0,339,415bd7b8-c41a-4f4e-8799-c0b376d76a3c
LGN0000034,U0348,2026-02-28T00:27:21.602305,76.205.146.244,Robertshire,AL,84.7959645,139.181372,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/61.0.886.0 Safari/531.1",1,0,0,113,8743bbdb-eba6-484f-9516-b40d285540b7
LGN0000035,U0432,2026-03-03T17:24:21.602413,5.240.228.57,East Sarah,PL,87.204731,-20.978067,Opera/9.12.(Windows 95; kok-IN) Presto/2.9.185 Version/11.00,0,0,0,331,f630f030-4a80-471a-a273-7f45b43136d5
LGN0000036,U0439,2026-02-28T18:12:21.602501,118.136.74.180,Williamsport,SZ,2.6993855,-164.44584,Opera/8.32.(X11; Linux x86_64; bo-IN) Presto/2.9.177 Version/11.00,1,0,0,219,60692bae-75db-4bf1-9a3a-fa4e19c1e8d7
LGN0000037,U0302,2026-03-04T10:02:21.602601,165.27.88.204,South Danielle,LC,-25.574868,146.854149,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; wa-BE) AppleWebKit/533.39.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.39.6",1,1,0,91,a374d727-036b-4caf-bfdb-d0639fea1625
LGN0000038,U0083,2026-03-01T07:55:21.602698,115.58.196.222,Lindseystad,DJ,30.6532585,-132.201,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),1,0,0,302,57497bee-33ee-43cb-b88c-cbb22f385fe3
LGN0000039,U0217,2026-03-02T01:24:21.602781,73.147.67.255,Port Cynthia,SL,23.80419,113.64376,Mozilla/5.0 (Android 2.2.2; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,1,0,0,380,06453ec8-e3ad-4e00-a7e9-50bb3f80fef5
LGN0000040,U0029,2026-02-26T17:52:21.602914,50.62.63.22,Amberport,TV,-45.2125185,65.005192,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/44.0.817.0 Mobile/18B013 Safari/535.1",1,0,0,174,cd97931e-3618-4b98-81fb-0693ad508955
LGN0000041,U0479,2026-02-27T03:15:21.603022,4.204.206.202,Perryfort,SC,40.0101565,37.286212,Opera/8.57.(Windows 98; Win 9x 4.90; fa-IR) Presto/2.9.163 Version/11.00,0,0,0,180,84b24ade-bba1-4958-ba04-399c5f20d0f7
LGN0000042,U0082,2026-03-04T19:14:21.603123,125.195.58.182,South Barbarastad,AF,-53.2647,87.636354,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9; rv:1.9.5.20) Gecko/6374-08-24 07:28:15.759827 Firefox/3.6.11,1,0,0,304,dddcbcff-e3ed-41b3-bfbf-38b27644815a
LGN0000043,U0360,2026-03-04T12:19:21.603256,21.150.2.161,New Karen,ER,39.598785,-87.327339,Opera/9.77.(X11; Linux i686; bg-BG) Presto/2.9.188 Version/11.00,1,0,0,400,bc7eb75d-84c2-4b71-bae3-29440a2aff42
LGN0000044,U0433,2026-03-04T19:11:21.603346,124.51.185.166,New Benjaminview,SM,61.592528,94.464544,Mozilla/5.0 (Android 3.2.6; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,1,1,0,290,ceff56a1-3bfa-4eee-a562-886ee3c88fbe
LGN0000045,U0392,2026-02-26T17:02:21.603479,85.170.134.42,South Larry,IT,59.367894,86.769589,Opera/9.15.(X11; Linux i686; mt-MT) Presto/2.9.166 Version/12.00,1,0,0,142,69a7baa6-06bb-4834-b8b7-a566e5c33769
LGN0000046,U0143,2026-02-27T20:49:21.603568,84.112.213.170,Colechester,ET,-28.879824,16.451613,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.43.6 (KHTML, like Gecko) Version/5.1 Safari/534.43.6",0,0,0,172,3687c518-688b-4095-bb25-6e950bc2041c
LGN0000047,U0355,2026-02-27T16:07:21.603677,10.248.170.242,Cesarberg,TR,-56.365589,-174.700873,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/45.0.820.0 Safari/532.1",1,0,0,179,46c0bffa-4061-4ccc-aeba-aeda34ddb4c0
LGN0000048,U0432,2026-03-03T09:23:21.603785,49.13.237.58,Leonshire,EC,-40.297151,174.856056,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8658-02-28 13:01:44.656921 Firefox/3.6.1,1,0,0,116,7eb24b7e-9114-41d4-88cc-e052ed460fb0
LGN0000049,U0495,2026-02-28T00:24:21.603932,197.151.181.251,New Kellyburgh,IE,8.8244865,110.045794,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.0),0,1,0,104,4786ff99-f82e-4f97-9e21-9223bad3a941
LGN0000050,U0226,2026-03-01T16:59:21.604019,218.104.230.83,North Richard,KM,37.3291595,-79.80123,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.850.0 Safari/534.0",1,0,0,368,bc68741c-5c9d-481f-b527-ca5d51615358
LGN0000051,U0329,2026-02-26T18:27:21.604125,48.8.169.219,Mosestown,BH,78.095936,-51.321935,Mozilla/5.0 (Windows NT 5.2; uk-UA; rv:1.9.0.20) Gecko/4930-12-28 15:28:52.807434 Firefox/3.8,1,0,0,145,e7e744a0-a65c-47c6-93c0-9c6831af43e3
LGN0000052,U0285,2026-02-27T13:23:21.604272,205.251.143.203,Sheamouth,DJ,-21.9764395,1.761979,Opera/9.43.(X11; Linux i686; gl-ES) Presto/2.9.160 Version/10.00,1,0,0,200,1acf8922-d6c4-4b11-9049-6fb15d55a934
LGN0000053,U0073,2026-02-28T17:07:21.604374,115.171.103.26,Batesmouth,KN,89.091462,42.298206,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.9.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.9.6",1,0,0,317,ef598b83-08f7-475a-998c-6550c8468315
LGN0000054,U0305,2026-03-04T19:25:21.604486,184.56.148.12,East Adam,MK,81.2097565,162.337473,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6 rv:5.0; nl-BE) AppleWebKit/535.3.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.3.6",1,0,0,134,1551b49f-316d-4fd4-8f03-a84bc4792282
LGN0000055,U0278,2026-03-04T08:47:21.604583,97.217.126.135,Judithberg,BY,-70.343899,-140.897736,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4032-10-16 10:27:41.899857 Firefox/3.8,1,0,0,150,034fbb3c-eb42-4208-ab87-33fa8be2a914
LGN0000056,U0069,2026-03-03T14:07:21.604716,147.150.81.233,Lake Juanside,NO,53.777778,-47.440632,Mozilla/5.0 (Android 1.1; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0,0,0,0,120,1b7a57d2-20a8-4582-9ea5-4da0f5045838
LGN0000057,U0052,2026-02-26T22:50:21.604919,182.66.155.30,Youngport,GY,81.6436245,48.492602,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),1,0,0,176,202a0040-a031-48a0-8e59-f771c5738b48
LGN0000058,U0102,2026-03-05T04:55:21.605037,128.158.130.217,Gonzaleztown,CO,47.3897125,113.068941,Opera/8.99.(Windows NT 11.0; apn-IN) Presto/2.9.176 Version/10.00,1,0,0,192,eaa4f59f-b4d9-410f-8475-dd45e33ce575
LGN0000059,U0317,2026-03-01T19:48:21.605153,8.212.170.160,Davidfurt,HT,-26.8421535,-38.548662,Opera/8.89.(Windows NT 10.0; ar-MA) Presto/2.9.174 Version/10.00,1,0,0,261,a444e037-0590-4b69-acf3-8da814feb15a
LGN0000060,U0490,2026-02-28T16:26:21.605251,34.59.192.43,Leestad,LV,55.5678135,-149.139007,Opera/9.74.(X11; Linux x86_64; kn-IN) Presto/2.9.166 Version/12.00,1,0,0,212,861ae49c-1d1e-42ea-a29c-2b54e05ada72
LGN0000061,U0080,2026-02-28T04:05:21.605360,181.215.7.201,North Leonard,CZ,-54.5827095,121.263431,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; bn-BD) AppleWebKit/531.19.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.19.1",0,0,0,367,06224879-4a50-46c2-91f7-464fa7ce2bac
LGN0000062,U0389,2026-03-01T16:46:21.605469,184.117.60.10,Adkinsview,TT,-52.061046,138.890613,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/14.2j3728.0 Mobile/93T640 Safari/533.2",1,0,0,319,305d0dba-72dc-4d58-b5d0-f285ebe8921f
LGN0000063,U0249,2026-03-05T00:56:21.605628,206.207.119.117,Ruthport,BA,63.1988735,-165.235064,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/28.0.807.0 Mobile/79E031 Safari/533.1",1,0,0,223,b7af6fdf-0ec6-4b12-8b5b-54d0639022d5
LGN0000064,U0183,2026-02-28T14:30:21.605740,111.214.135.202,Port Kimberlyfurt,LT,-74.381278,62.519218,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/33.0.868.0 Safari/533.0",1,0,0,98,2ab61f6d-110f-4288-885d-e8edea77e009
LGN0000065,U0114,2026-03-01T07:07:21.605857,222.94.173.120,Banksmouth,BD,-44.3726365,-16.365528,Opera/9.95.(Windows NT 5.0; sa-IN) Presto/2.9.177 Version/11.00,1,0,0,257,1227ef3b-ef0b-4747-9da3-de21e8966059
LGN0000066,U0213,2026-03-02T06:17:21.605962,22.133.39.92,Garrettburgh,ET,4.6858195,-8.14132,Mozilla/5.0 (Windows NT 5.01; tl-PH; rv:1.9.2.20) Gecko/6611-07-25 04:47:08.356964 Firefox/6.0,1,0,0,239,7ea72139-13d1-4e2b-96fe-ea3dff7fb2f9
LGN0000067,U0091,2026-03-03T15:41:21.606114,103.193.136.197,Amytown,MN,-37.419053,-93.348232,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1 rv:6.0; is-IS) AppleWebKit/531.50.6 (KHTML, like Gecko) Version/4.0.1 Safari/531.50.6",1,0,0,354,4108a832-9c28-4ab9-9482-b2a5150715a4
LGN0000068,U0200,2026-03-04T04:36:21.606224,69.181.126.197,Whitakerland,CZ,60.7038235,-5.537725,"Mozilla/5.0 (iPad; CPU iPad OS 15_8_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.1f9631.0 Mobile/11W833 Safari/534.2",0,1,0,206,1756ec91-2e8f-4fa6-8f1e-087d1034db95
LGN0000069,U0062,2026-03-02T15:17:21.606373,86.147.52.153,North Christinafurt,CN,-27.9271395,20.369272,Opera/8.23.(X11; Linux i686; lzh-TW) Presto/2.9.171 Version/12.00,1,0,0,97,35587669-279d-4248-bc3b-cbe39578c5bc
LGN0000070,U0372,2026-03-03T12:32:21.606488,55.115.39.80,South Leslie,SE,-22.701632,-87.051947,"Mozilla/5.0 (iPad; CPU iPad OS 17_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/44.0.880.0 Mobile/06H038 Safari/536.2",1,0,0,190,1651f6f7-8ba5-48f4-93cd-40ec699f3810
LGN0000071,U0219,2026-02-26T15:16:21.606599,31.122.49.98,New Danielview,BH,0.936198,-147.437953,Opera/9.81.(Windows NT 4.0; am-ET) Presto/2.9.179 Version/11.00,1,0,0,315,80643648-1b72-4e2b-ac12-f3c121b8545e
LGN0000072,U0406,2026-03-04T08:48:21.606696,196.91.106.17,Wheelermouth,BG,-50.3916925,84.337168,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; km-KH) AppleWebKit/532.14.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.14.6",1,0,0,358,eb9b4321-b641-413f-82f0-042d570c3c2a
LGN0000073,U0381,2026-02-27T22:20:21.606815,142.157.53.19,South Seantown,CG,70.0395245,85.867679,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; he-IL) AppleWebKit/532.29.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.29.4",1,0,0,96,f997e593-ddb1-4c1e-9f17-269d0c0ca135
LGN0000074,U0403,2026-03-03T22:21:21.606920,154.43.196.46,Marissamouth,PA,38.914834,62.44052,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1; rv:1.9.5.20) Gecko/7110-01-10 05:22:24.753937 Firefox/8.0,1,0,0,255,7331fedf-2235-49d9-b769-a5173cb920ae
LGN0000075,U0018,2026-03-02T11:22:21.607060,81.234.40.215,Martinview,JO,20.601111,24.904959,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),1,0,0,104,0d31fe25-e480-4ed2-a427-06e0b1a7194c
LGN0000076,U0383,2026-02-27T07:55:21.607162,61.173.234.222,Port Tracey,BW,39.6687355,6.818092,Opera/8.64.(Windows NT 6.2; hy-AM) Presto/2.9.178 Version/10.00,1,1,0,322,8335da05-146b-4095-bf70-72130a4068d7
LGN0000077,U0489,2026-02-26T23:51:21.607256,179.172.6.22,South Diane,HT,-20.6776655,-94.030598,Opera/9.11.(Windows NT 6.1; cv-RU) Presto/2.9.184 Version/12.00,1,1,0,156,66762f25-e101-4397-9e91-3776bf618433
LGN0000078,U0481,2026-03-02T07:19:21.607347,146.142.180.177,Harmonburgh,HU,31.66552,95.739021,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),1,1,0,309,d2f79356-10f1-4ba8-8c80-5f018b85f774
LGN0000079,U0130,2026-03-03T10:07:21.607453,85.182.141.57,East Betty,MK,-65.9742685,152.115435,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.31.2 (KHTML, like Gecko) Version/4.1 Safari/535.31.2",1,0,0,242,a608fbf5-b26a-4e8e-b844-b5d29be9637a
LGN0000080,U0129,2026-02-27T03:11:21.607556,160.227.78.193,Williamsshire,BN,64.9984555,79.910052,Opera/9.29.(Windows NT 5.2; bho-IN) Presto/2.9.177 Version/11.00,1,0,0,80,9f43c09e-a22e-4840-aea3-409d06510cb2
LGN0000081,U0451,2026-03-04T01:31:21.607661,67.218.196.153,Bennettberg,AD,76.3087815,-25.062098,Mozilla/5.0 (Android 5.0.1; Mobile; rv:11.0) Gecko/11.0 Firefox/11.0,1,0,0,192,9542de2b-211e-4a84-b2d4-f48ef1417bca
LGN0000082,U0342,2026-03-03T04:33:21.607813,72.202.48.47,West Lauren,ML,45.9276575,14.242161,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/13.6l8129.0 Mobile/67K664 Safari/531.1",1,0,0,215,6c10ddb8-7f8b-42b5-840b-89a71adbd5da
LGN0000083,U0482,2026-03-03T11:02:21.607952,55.18.123.53,Lindseyberg,MZ,21.0089655,-168.537368,Opera/8.47.(Windows NT 5.01; ku-TR) Presto/2.9.163 Version/10.00,1,0,0,168,a57c47be-e037-4207-81b3-2d41fdedd8b1
LGN0000084,U0472,2026-02-27T21:50:21.608045,67.202.196.15,Port Donaldland,CO,-27.7462145,157.474572,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.0),0,0,0,342,af7ebcff-75a3-4fdf-a9ab-8d3f3584f1cc
LGN0000085,U0242,2026-03-01T20:31:21.608135,111.244.45.97,Barnesbury,IN,72.9265255,74.212797,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/29.0.888.0 Safari/533.2",1,0,0,255,a5553c33-d0dc-41e8-8f47-5dfc3cb94b7d
LGN0000086,U0455,2026-02-27T20:39:21.608261,202.111.71.252,Fitzgeraldshire,PL,-78.2955735,-73.453396,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5765-07-05 14:00:36.232269 Firefox/3.8,1,0,0,377,8d59821a-5815-43fd-832f-d752ee510a68
LGN0000087,U0299,2026-02-28T13:00:21.608412,175.90.229.162,Lake James,FR,-62.687556,-179.862081,Mozilla/5.0 (Windows NT 10.0; lv-LV; rv:1.9.2.20) Gecko/6175-10-28 22:54:18.850784 Firefox/7.0,1,0,0,303,6724189f-cb1d-4442-aec0-b75fc3202f30
LGN0000088,U0218,2026-03-02T01:53:21.608549,135.120.168.26,South Diana,IN,84.582405,97.917741,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.41.2 (KHTML, like Gecko) Version/5.0 Safari/534.41.2",1,0,0,213,a58c289b-5f85-4af7-91eb-dee484c81f1c
