transaction_id,user_id,timestamp,amount,currency,transaction_type,merchant_id,merchant_category,ip_address,device_id,geolocation_lat,geolocation_lon,status,is_fraud
TXN0000012,U0032,2026-03-01T02:55:20.844179,57620.29,USD,atm_withdrawal,MER-OkSZ-5864,retail,210.138.212.124,DEV-57284550,-33.9055955,-60.239794,approved,1
TXN0000013,U0058,2026-02-27T09:22:20.844244,375.69,USD,purchase,MER-LkxJ-4628,retail,206.136.171.153,DEV-74146537,-1.9222695,-153.925053,declined,0
TXN0000014,U0448,2026-03-02T12:04:20.844308,485.97,USD,wire_transfer,MER-XGKp-2328,atm,29.47.42.1,DEV-98137002,-78.6862505,132.114668,approved,0
TXN0000015,U0101,2026-03-03T18:15:20.844371,1226.97,USD,bill_pay,MER-UZQg-8461,crypto,132.44.233.36,DEV-53387690,-73.100984,150.841678,approved,0
TXN0000016,U0009,2026-03-04T05:27:20.844435,464.62,USD,purchase,MER-Ugam-2539,crypto,195.33.186.192,DEV-94317935,-11.5100275,94.92197,declined,0
TXN0000017,U0043,2026-02-27T23:17:20.844498,408.2,USD,wire_transfer,MER-AqCQ-7098,crypto,17.118.34.205,DEV-11704788,42.645592,88.155106,approved,0
TXN0000018,U0270,2026-02-26T14:21:20.844562,212.15,USD,purchase,MER-dMMY-3696,food,214.38.24.179,DEV-97516153,-80.102388,-177.429179,approved,0
TXN0000019,U0343,2026-03-01T06:01:20.844626,219.61,USD,purchase,MER-neqf-6133,crypto,2.165.82.252,DEV-40784408,-17.055615,-142.847128,approved,0
TXN0000020,U0301,2026-03-02T23:51:20.844690,4.59,USD,purchase,MER-Pqnz-6524,food,81.203.222.135,DEV-94709291,-71.6034175,-82.02595,approved,0
TXN0000021,U0121,2026-03-02T07:57:20.844754,1464.07,USD,purchase,MER-ptDE-7203,wire,135.239.66.76,DEV-21919371,10.0197385,109.605034,approved,0
TXN0000022,U0242,2026-02-28T20:50:20.844817,96.01,USD,purchase,MER-gVjr-5884,atm,30.204.51.253,DEV-70325380,47.722346,116.130811,approved,0
TXN0000023,U0334,2026-03-04T09:07:20.844880,31.25,USD,purchase,MER-VplO-4556,crypto,213.72.237.2,DEV-29627767,-86.4806215,-110.26511,approved,0
TXN0000024,U0216,2026-03-03T09:53:20.844943,139.99,USD,atm_withdrawal,MER-eFOa-8762,crypto,149.41.148.22,DEV-08019478,-22.1721905,127.194714,approved,0
TXN0000025,U0333,2026-02-27T08:23:20.845006,418.18,USD,purchase,MER-rRVM-2843,wire,29.218.187.225,DEV-23604490,-16.468269,-173.535492,approved,0
TXN0000026,U0442,2026-02-28T22:29:20.845069,451.32,USD,bill_pay,MER-dXuO-1040,wire,165.203.39.233,DEV-70362441,39.615684,159.544746,approved,0
TXN0000027,U0356,2026-02-27T04:14:20.845134,331.27,USD,purchase,MER-IcsF-4350,atm,108.93.220.103,DEV-52664317,-58.771171,-22.286039,approved,0
TXN0000028,U0382,2026-03-01T22:21:20.845197,3128.8,USD,purchase,MER-pKbx-9538,crypto,72.64.8.4,DEV-54230443,8.9902075,4.102763,approved,0
TXN0000029,U0095,2026-03-04T17:17:20.845260,297.92,USD,atm_withdrawal,MER-IAFE-7120,travel,194.29.48.227,DEV-06054364,-36.9817185,24.269053,approved,0
TXN0000030,U0020,2026-03-04T13:36:20.845325,3126.53,USD,purchase,MER-oHeT-6475,atm,50.13.9.78,DEV-71245731,29.4705035,-65.94706,approved,0
TXN0000031,U0135,2026-02-28T23:55:20.845388,3404.75,USD,bill_pay,MER-zUTQ-5306,retail,69.237.133.214,DEV-03188245,86.2471255,-107.983526,approved,0
TXN0000032,U0288,2026-03-04T08:41:20.845451,1459.19,USD,atm_withdrawal,MER-nukf-2916,travel,28.176.12.16,DEV-07481538,-73.629691,18.152969,approved,0
TXN0000033,U0080,2026-02-28T12:20:20.845513,65051.0,USD,wire_transfer,MER-jdpc-1374,retail,33.225.115.78,DEV-38886632,82.8301125,108.432204,approved,1
TXN0000034,U0283,2026-03-02T02:14:20.845576,465.95,USD,atm_withdrawal,MER-XbTc-6155,atm,105.91.1.122,DEV-60336923,20.566877,47.138942,approved,0
TXN0000035,U0139,2026-03-02T07:03:20.845639,302.81,USD,purchase,MER-VbYl-4908,wire,89.237.7.178,DEV-70247523,-43.881249,147.337799,approved,0
TXN0000036,U0464,2026-03-04T22:07:20.845708,47.06,USD,atm_withdrawal,MER-jTjX-0167,atm,54.69.100.25,DEV-64539364,41.899799,-79.51568,declined,0
TXN0000037,U0082,2026-02-28T11:20:20.845806,276.29,USD,atm_withdrawal,MER-bPdc-8878,travel,176.140.79.42,DEV-67001689,-56.394706,97.077382,approved,0
TXN0000038,U0427,2026-03-01T07:10:20.845886,291.67,USD,atm_withdrawal,MER-HoJl-5202,retail,71.15.111.235,DEV-89170808,75.1124335,57.112111,approved,0
TXN0000039,U0107,2026-03-02T15:51:20.845958,2091.55,USD,bill_pay,MER-tvPc-1487,atm,44.55.206.124,DEV-51173238,-72.258487,26.538257,approved,0
TXN0000040,U0476,2026-03-02T19:21:20.846032,4892.93,USD,purchase,MER-HRjt-9529,atm,18.99.247.26,DEV-66552874,-51.9371805,-22.480183,declined,0
TXN0000041,U0400,2026-02-28T19:34:20.846102,401.32,USD,atm_withdrawal,MER-jwJt-8924,retail,191.51.1.8,DEV-88367882,86.678085,-152.159077,approved,0
TXN0000042,U0019,2026-02-28T03:28:20.846172,111.99,USD,atm_withdrawal,MER-xcmo-1109,travel,220.119.184.150,DEV-12253795,-6.514042,119.943321,approved,0
TXN0000043,U0337,2026-03-03T07:15:20.846239,199.83,USD,purchase,MER-FsCx-7646,crypto,100.189.89.163,DEV-96356545,29.0605405,-175.502917,approved,0
TXN0000044,U0431,2026-02-27T09:34:20.846303,166.24,USD,purchase,MER-Mvul-0599,food,24.194.121.96,DEV-98123280,-66.667276,176.20047,approved,0
TXN0000045,U0305,2026-02-28T13:20:20.846367,49275.45,USD,purchase,MER-ZyHY-8732,crypto,28.145.173.198,DEV-05308181,63.668776,-130.165566,approved,0
TXN0000046,U0022,2026-02-28T12:55:20.846432,1.84,USD,wire_transfer,MER-RHnQ-6963,atm,222.129.184.209,DEV-69492969,-5.637397,103.047425,approved,0
TXN0000047,U0220,2026-03-04T16:53:20.846496,474.49,USD,purchase,MER-ggWC-2349,food,56.13.11.107,DEV-13180681,-82.215503,-154.207209,approved,0
TXN0000048,U0341,2026-02-28T20:28:20.846563,163.77,USD,wire_transfer,MER-yqVL-7304,wire,3.158.244.74,DEV-12290809,-37.3741205,-44.843595,approved,0
TXN0000049,U0462,2026-03-03T12:28:20.846645,308.14,USD,purchase,MER-bNOX-6982,wire,138.189.234.160,DEV-81743418,-39.892892,-21.76516,approved,0
TXN0000050,U0310,2026-03-01T20:00:20.846712,233.03,USD,bill_pay,MER-GHpW-0011,atm,79.110.211.174,DEV-57884134,69.057895,-79.389004,approved,0
TXN0000051,U0043,2026-03-02T06:30:20.846779,258.21,USD,atm_withdrawal,MER-Fpgy-3737,atm,53.111.163.155,DEV-88014197,-48.44044,49.033477,approved,0
TXN0000052,U0412,2026-03-03T05:37:20.846846,74.53,USD,atm_withdrawal,MER-AJrE-3725,wire,70.203.34.185,DEV-45732022,74.276851,156.623624,approved,0
TXN0000053,U0322,2026-02-26T22:48:20.846909,98.02,USD,wire_transfer,MER-pSRO-1233,retail,189.132.64.253,DEV-96164620,-65.198632,60.343886,approved,0
TXN0000054,U0440,2026-03-04T06:53:20.846972,389.43,USD,purchase,MER-oRlE-3881,crypto,65.85.29.105,DEV-15536066,45.853242,-95.930548,approved,0
TXN0000055,U0434,2026-03-04T02:51:20.847035,70082.0,USD,purchase,MER-ZnAX-0082,wire,133.97.79.127,DEV-36884490,64.361091,30.279646,approved,1
TXN0000056,U0368,2026-02-27T18:09:20.847102,213.94,USD,atm_withdrawal,MER-Rjpa-0769,wire,221.196.72.243,DEV-33398380,-69.128734,4.20741,approved,0
TXN0000057,U0126,2026-03-02T08:16:20.847165,383.14,USD,purchase,MER-qYGF-3370,food,87.37.129.205,DEV-02747489,-88.1831305,158.707866,approved,0
TXN0000058,U0171,2026-03-01T20:41:20.847229,446.62,USD,purchase,MER-CxfY-5117,travel,178.155.151.31,DEV-22895095,-88.6473425,70.541047,approved,0
TXN0000059,U0208,2026-03-01T17:38:20.847292,271.76,USD,bill_pay,MER-bgOx-0399,crypto,109.86.45.74,DEV-69027474,86.023767,43.838634,declined,0
TXN0000060,U0010,2026-02-26T22:47:20.847452,190.81,USD,atm_withdrawal,MER-eGYN-5611,wire,220.22.166.199,DEV-61351223,-22.0428665,-169.513063,approved,0
TXN0000061,U0376,2026-02-27T06:52:20.847633,400.13,USD,purchase,MER-IeRX-4461,wire,22.185.252.53,DEV-43712710,13.892827,6.075508,approved,0
TXN0000062,U0347,2026-02-28T21:35:20.847712,92758.75,USD,purchase,MER-gmIr-0067,wire,121.57.84.252,DEV-92400708,39.458775,-40.932625,approved,1
TXN0000063,U0339,2026-03-05T04:35:20.847782,42.89,USD,purchase,MER-Jafh-6303,food,155.182.177.83,DEV-15327664,6.7330275,83.489338,approved,0
TXN0000064,U0167,2026-03-01T15:50:20.847847,380.85,USD,purchase,MER-jkwx-9884,retail,185.179.176.204,DEV-00039781,15.5547875,-169.770455,approved,0
TXN0000065,U0383,2026-02-27T08:42:20.847913,26.99,USD,bill_pay,MER-rCtI-0624,retail,99.202.137.115,DEV-96353843,-31.730036,-23.700923,approved,0
TXN0000066,U0486,2026-03-02T16:28:20.847978,100.48,USD,wire_transfer,MER-qQnS-4021,crypto,173.53.129.90,DEV-90951228,-10.043611,-156.494164,declined,0
TXN0000067,U0238,2026-03-02T14:01:20.848043,383.68,USD,purchase,MER-TTdl-0394,travel,100.230.245.71,DEV-13427439,-84.4680365,-11.97735,declined,0
TXN0000068,U0055,2026-02-26T21:58:20.848107,1903.81,USD,purchase,MER-eVzR-0452,atm,178.160.235.19,DEV-27810672,25.1622105,-179.461434,approved,0
TXN0000069,U0303,2026-03-02T17:41:20.848173,51.85,USD,purchase,MER-BQDo-5862,crypto,22.222.59.198,DEV-21577379,56.188991,-27.186117,approved,0
TXN0000070,U0177,2026-02-27T10:31:20.848238,214.76,USD,atm_withdrawal,MER-jOGS-8085,wire,125.80.60.192,DEV-74585526,-48.20345,124.492211,approved,0
TXN0000071,U0491,2026-03-01T09:05:20.848302,318.16,USD,wire_transfer,MER-BQLm-8646,atm,58.207.100.181,DEV-18081160,-25.1566415,18.026818,approved,0
TXN0000072,U0413,2026-02-27T09:02:20.848367,387.55,USD,purchase,MER-KaWR-8682,travel,83.138.68.129,DEV-91704976,40.465945,50.299703,approved,0
TXN0000073,U0044,2026-03-02T07:50:20.848430,440.93,USD,purchase,MER-aBkS-4059,retail,161.230.251.55,DEV-51080329,53.1659325,39.003764,approved,0
TXN0000074,U0166,2026-03-03T10:20:20.848493,244.29,USD,purchase,MER-mbRM-7671,food,102.131.22.207,DEV-89389432,36.7602345,-103.0102,approved,0
TXN0000075,U0264,2026-03-03T07:49:20.848557,43.72,USD,wire_transfer,MER-LZff-6357,atm,215.62.20.238,DEV-44487133,76.342868,-161.241191,approved,0
TXN0000076,U0229,2026-03-05T07:17:20.848620,47.43,USD,purchase,MER-IIeu-8611,wire,146.219.116.10,DEV-70107337,-50.5839525,-43.137841,approved,0
TXN0000077,U0176,2026-02-28T15:48:20.848684,498.32,USD,purchase,MER-CyEW-3063,travel,112.155.194.176,DEV-55107850,-88.1134125,-176.981712,approved,0
TXN0000078,U0098,2026-03-01T21:50:20.848747,60.66,USD,purchase,MER-CmZm-0777,wire,167.222.114.93,DEV-30758783,-25.3621565,-174.012573,approved,0
TXN0000079,U0301,2026-02-27T12:44:20.848811,298.8,USD,purchase,MER-ZFHE-9287,food,62.188.113.186,DEV-23647742,9.346694,34.51917,approved,0
TXN0000080,U0273,2026-03-04T01:26:20.848874,137.88,USD,purchase,MER-VPZl-3078,wire,161.155.119.220,DEV-94773443,-66.058871,91.491935,approved,0
TXN0000081,U0006,2026-02-26T23:14:20.848938,2654.21,USD,purchase,MER-eXcm-1695,wire,197.58.178.209,DEV-83271406,36.168584,151.855131,approved,0
TXN0000082,U0033,2026-02-28T22:34:20.849002,246.38,USD,atm_withdrawal,MER-MStL-9770,food,163.51.194.16,DEV-54758536,-14.9012585,-62.933283,approved,0
TXN0000083,U0127,2026-03-04T03:39:20.849065,279.48,USD,atm_withdrawal,MER-ETvR-6210,wire,173.168.194.160,DEV-61902567,3.5839545,83.850663,approved,0
TXN0000084,U0226,2026-03-02T02:48:20.849128,430.22,USD,wire_transfer,MER-SiPv-0494,atm,174.76.47.194,DEV-73004753,10.467432,5.229117,approved,0
TXN0000085,U0390,2026-03-03T03:15:20.849191,313.13,USD,purchase,MER-EFub-5952,travel,117.248.62.155,DEV-86479561,-0.0501635,-84.931473,approved,0
TXN0000086,U0230,2026-02-26T17:50:20.849257,235.49,USD,atm_withdrawal,MER-fhKs-2919,retail,97.251.7.38,DEV-88568731,63.630608,174.008909,approved,0
TXN0000087,U0473,2026-03-02T11:45:20.849322,3312.76,USD,purchase,MER-DJxQ-9188,crypto,114.37.68.72,DEV-61427407,20.2224145,-59.728814,approved,0
TXN0000088,U0076,2026-03-02T11:27:20.849385,413.49,USD,wire_transfer,MER-fVfo-7454,crypto,64.48.16.86,DEV-04440004,-34.3993005,-79.022028,declined,0
TXN0000089,U0224,2026-03-04T02:02:20.849452,234.88,USD,purchase,MER-HEtv-8871,wire,172.179.238.58,DEV-12040967,-51.91058,-164.269644,approved,0
TXN0000090,U0020,2026-02-28T14:01:20.849515,367.53,USD,wire_transfer,MER-JnFh-3668,crypto,41.203.85.109,DEV-32921014,-82.235637,-98.973647,approved,0
TXN0000091,U0010,2026-03-02T10:24:20.849579,288.55,USD,purchase,MER-uVBX-1790,food,173.223.48.81,DEV-75265945,47.9524695,-98.597915,approved,0
TXN0000092,U0299,2026-02-28T12:58:20.849644,317.76,USD,purchase,MER-kPgU-5988,atm,87.96.80.62,DEV-69930164,-6.4839645,-13.359753,approved,0
TXN0000093,U0082,2026-03-01T17:56:20.849707,206.41,USD,atm_withdrawal,MER-plqq-3093,retail,212.196.178.224,DEV-96921664,-68.406883,-86.374505,approved,0
TXN0000094,U0161,2026-03-02T15:04:20.849771,162.31,USD,bill_pay,MER-wToy-7148,atm,86.178.1.44,DEV-79459415,-20.194232,-152.478582,approved,0
TXN0000095,U0236,2026-02-28T19:09:20.849834,28.05,USD,purchase,MER-jksH-8568,retail,197.22.113.71,DEV-01262675,-17.7018585,-95.95935,approved,0
TXN0000096,U0281,2026-03-04T00:13:20.849897,463.91,USD,bill_pay,MER-FbKv-2606,crypto,104.112.74.78,DEV-13310598,26.078735,-119.070234,approved,0
TXN0000097,U0363,2026-03-03T16:45:20.849960,156.06,USD,atm_withdrawal,MER-igjX-2930,retail,178.157.61.71,DEV-38521105,16.5108945,142.949995,approved,0
TXN0000098,U0060,2026-03-03T17:57:20.850023,249.69,USD,atm_withdrawal,MER-WjFw-1792,wire,169.80.60.82,DEV-33597135,20.7072395,81.595964,approved,0
TXN0000099,U0282,2026-03-03T20:30:20.850086,4648.41,USD,atm_withdrawal,MER-Lrbz-3079,food,97.252.215.225,DEV-52159008,-22.05356,54.42214,approved,0
TXN0000100,U0437,2026-02-28T18:41:20.850153,170.6,USD,wire_transfer,MER-qayx-5978,crypto,120.72.248.28,DEV-12919580,14.6510695,-63.618017,approved,0
TXN0000101,U0337,2026-02-27T22:17:20.850220,432.77,USD,atm_withdrawal,MER-iGNs-5406,wire,46.180.92.202,DEV-92376665,20.9531595,-147.944911,approved,0
TXN0000102,U0164,2026-03-03T08:29:20.850284,1574.62,USD,purchase,MER-smmg-5614,food,182.124.17.47,DEV-67168367,-85.4654135,-113.931789,approved,0
TXN0000103,U0361,2026-03-01T03:53:20.850347,83867.28,USD,purchase,MER-RPqu-6811,retail,141.38.228.97,DEV-23097458,33.316779,96.085921,approved,1
TXN0000104,U0494,2026-02-26T18:50:20.850410,166.67,USD,bill_pay,MER-WQPS-7274,retail,14.118.134.82,DEV-44451239,66.547562,159.613201,approved,0
TXN0000105,U0209,2026-03-03T17:50:20.850473,38.34,USD,purchase,MER-vQsk-5149,retail,137.72.156.164,DEV-33630473,-39.5272785,-171.438823,approved,0
TXN0000106,U0436,2026-02-27T10:17:20.850536,190.62,USD,atm_withdrawal,MER-SeMq-7916,retail,173.106.39.239,DEV-65151317,38.8220835,166.74899,approved,0
TXN0000107,U0120,2026-03-02T05:31:20.850599,498.72,USD,wire_transfer,MER-Kijf-1762,retail,187.0.129.17,DEV-82957118,21.767151,-149.721002,approved,0
TXN0000108,U0355,2026-03-02T02:13:20.850662,451.81,USD,purchase,MER-Cmiz-7424,travel,77.145.53.240,DEV-06424958,9.429357,127.629999,approved,0
TXN0000109,U0210,2026-02-27T01:27:20.850725,341.22,USD,purchase,MER-wUQP-0583,atm,31.227.42.157,DEV-66241057,-19.751725,-72.227433,approved,0
TXN0000110,U0467,2026-02-26T20:45:20.850788,72.42,USD,purchase,MER-rRTb-6562,wire,4.120.218.179,DEV-14424894,-46.7177195,-113.535197,approved,0
TXN0000111,U0346,2026-02-27T06:44:20.850852,79.83,USD,wire_transfer,MER-HXSv-7339,wire,30.37.37.28,DEV-12671913,-43.8637285,96.922743,approved,0
TXN0000112,U0233,2026-03-02T01:30:20.850916,100.41,USD,purchase,MER-iLlL-1288,crypto,191.99.57.168,DEV-06968798,-64.551524,34.099651,approved,0
TXN0000113,U0358,2026-03-02T03:22:20.850979,11.95,USD,atm_withdrawal,MER-iSgO-0315,atm,63.103.245.113,DEV-41501392,26.531974,-107.913822,declined,0
TXN0000114,U0466,2026-02-26T14:24:20.851042,372.84,USD,purchase,MER-HnZI-3914,food,217.91.206.43,DEV-43552163,-40.4613935,96.831457,approved,0
TXN0000115,U0097,2026-03-02T15:33:20.851105,339.2,USD,wire_transfer,MER-coXw-7218,atm,180.18.250.63,DEV-63012664,-22.340607,-38.751584,approved,0
TXN0000116,U0158,2026-02-28T11:37:20.851172,2141.88,USD,purchase,MER-utvb-9639,wire,162.233.251.229,DEV-81518304,52.7099525,-89.809155,approved,0
TXN0000117,U0067,2026-02-27T08:42:20.851237,438.35,USD,purchase,MER-JadF-4604,wire,166.215.132.93,DEV-64720197,61.692305,53.958271,declined,0
TXN0000118,U0151,2026-03-01T15:30:20.851303,402.31,USD,purchase,MER-jNkH-9818,atm,216.130.82.116,DEV-61920543,-81.320519,164.541198,approved,0
TXN0000119,U0203,2026-02-27T03:48:20.851366,183.52,USD,purchase,MER-YUCG-1693,atm,23.52.76.195,DEV-16000320,-65.7973035,165.966626,approved,0
TXN0000120,U0134,2026-02-26T20:22:20.851429,191.13,USD,purchase,MER-yEKI-8913,crypto,187.146.140.60,DEV-14677817,-7.727841,157.750763,approved,0
TXN0000121,U0287,2026-03-01T18:25:20.851492,457.71,USD,bill_pay,MER-nVMM-0731,food,116.178.177.214,DEV-75428160,-5.6933535,98.128241,approved,0
TXN0000122,U0059,2026-03-03T21:49:20.851556,23.63,USD,purchase,MER-NFeu-3479,crypto,177.31.128.151,DEV-18836285,62.591388,171.529836,approved,0
TXN0000123,U0232,2026-03-01T06:41:20.851619,335.57,USD,wire_transfer,MER-iKiL-6558,travel,69.48.183.21,DEV-76031695,-3.674159,11.003166,approved,0
TXN0000124,U0335,2026-03-04T08:57:20.851683,417.01,USD,wire_transfer,MER-NANy-5380,travel,6.11.224.198,DEV-66975567,70.4408905,-16.872534,approved,0
TXN0000125,U0486,2026-03-02T19:31:20.851746,427.87,USD,bill_pay,MER-zPDn-3370,food,168.117.68.178,DEV-92496608,-37.768711,-96.381531,approved,0
TXN0000126,U0141,2026-03-03T08:10:20.851809,484.14,USD,purchase,MER-kTzG-8765,atm,106.160.197.80,DEV-14196947,82.7188505,70.270334,approved,0
TXN0000127,U0010,2026-03-04T22:11:20.851871,393.61,USD,purchase,MER-pIGZ-2503,crypto,77.195.247.61,DEV-41118748,-26.2237995,113.80181,approved,0
TXN0000128,U0110,2026-03-02T20:22:20.851934,164.95,USD,atm_withdrawal,MER-LbZO-3453,travel,146.0.79.164,DEV-12293507,6.936944,70.90511,declined,0
TXN0000129,U0276,2026-03-02T15:33:20.851997,399.46,USD,purchase,MER-RBZS-6489,travel,78.133.32.149,DEV-98346342,85.3596555,-162.408498,approved,0
TXN0000130,U0008,2026-03-03T12:25:20.852061,133.42,USD,purchase,MER-wfbJ-4662,wire,137.169.69.244,DEV-50101107,-85.300819,26.222238,approved,0
TXN0000131,U0262,2026-02-26T17:53:20.852124,55.42,USD,atm_withdrawal,MER-vNla-0363,atm,172.253.227.174,DEV-37528445,-0.625565,43.10634,approved,0
TXN0000132,U0234,2026-03-05T03:29:20.852191,31.35,USD,purchase,MER-hECp-3828,wire,32.242.106.61,DEV-80254643,-88.5498635,-100.359447,approved,0
TXN0000133,U0041,2026-03-01T20:02:20.852255,304.54,USD,purchase,MER-HcEO-9321,food,143.72.142.212,DEV-74186593,-74.4736325,-178.141726,approved,0
TXN0000134,U0305,2026-02-27T11:07:20.852318,148.15,USD,purchase,MER-uiNg-0593,atm,175.184.16.122,DEV-96353116,86.6884095,35.463116,approved,0
TXN0000135,U0393,2026-02-27T05:26:20.852381,360.7,USD,purchase,MER-pfAi-3422,wire,46.221.1.140,DEV-36493438,-65.821265,97.766327,approved,0
TXN0000136,U0373,2026-03-04T10:02:20.852445,1906.36,USD,wire_transfer,MER-bBVP-6463,wire,184.247.238.196,DEV-70364099,47.7575245,-132.070789,approved,0
TXN0000137,U0425,2026-03-04T12:41:20.852509,47.52,USD,purchase,MER-HyAi-7250,crypto,84.213.176.78,DEV-47598154,-29.07982,-112.608936,declined,0
TXN0000138,U0287,2026-03-01T17:59:20.852573,2348.64,USD,purchase,MER-iBpe-5815,atm,221.168.187.74,DEV-84288543,-48.6016005,79.777816,approved,0
TXN0000139,U0147,2026-02-26T16:02:20.852635,156.91,USD,purchase,MER-eqCs-4662,retail,146.75.41.182,DEV-83573002,-27.195656,-3.400836,approved,0
TXN0000140,U0284,2026-03-01T07:37:20.852698,58.33,USD,purchase,MER-YfnM-8378,crypto,50.7.223.215,DEV-95487706,72.0929945,117.9743,approved,0
TXN0000141,U0329,2026-02-27T03:58:20.852761,14.1,USD,purchase,MER-dfjd-4734,atm,45.88.157.132,DEV-14997146,47.984706,-161.057736,approved,0
TXN0000142,U0471,2026-03-01T15:12:20.852825,176.16,USD,purchase,MER-ivoK-2007,atm,16.252.85.61,DEV-43482578,-41.869085,-106.740755,approved,0
TXN0000143,U0015,2026-03-04T10:56:20.852892,373.31,USD,purchase,MER-Bqdc-9822,atm,56.218.142.180,DEV-56408191,-56.233773,-111.629323,approved,0
TXN0000144,U0482,2026-02-27T01:00:20.852958,298.52,USD,purchase,MER-ewwc-7821,retail,131.220.154.9,DEV-31040843,0.0235065,-172.51359,approved,0
TXN0000145,U0338,2026-02-28T16:12:20.853023,243.35,USD,purchase,MER-vMtW-8987,wire,189.243.104.116,DEV-02128441,89.055765,115.007809,approved,0
TXN0000146,U0347,2026-02-26T18:02:20.853088,243.83,USD,purchase,MER-rrSm-8539,retail,182.243.58.67,DEV-79514073,-61.281247,-108.313078,approved,0
TXN0000147,U0484,2026-03-03T02:19:20.853150,383.91,USD,purchase,MER-cDkd-9460,wire,51.166.110.167,DEV-79630280,-13.0839495,59.654848,approved,0
TXN0000148,U0194,2026-02-27T10:34:20.853213,352.13,USD,purchase,MER-sdgL-9527,atm,79.225.144.163,DEV-40982280,-53.2452125,-66.204922,approved,0
TXN0000149,U0009,2026-02-28T06:27:20.853276,460.66,USD,wire_transfer,MER-Jdnl-4618,wire,135.30.80.169,DEV-56721714,15.944746,155.990358,approved,0
TXN0000150,U0207,2026-03-05T06:18:20.853339,483.13,USD,wire_transfer,MER-ytIt-1404,food,135.162.105.193,DEV-40850868,43.999837,-158.176787,approved,0
TXN0000151,U0432,2026-03-04T07:05:20.853402,122.41,USD,purchase,MER-fGuq-0645,food,80.10.231.55,DEV-47927869,87.0089025,17.360197,approved,0
TXN0000152,U0398,2026-03-03T14:05:20.853465,39.11,USD,atm_withdrawal,MER-rNOz-6948,food,185.157.7.159,DEV-32137023,0.9523145,-52.379765,approved,0
TXN0000153,U0419,2026-03-03T19:40:20.853529,118.9,USD,atm_withdrawal,MER-GWmO-9663,atm,22.86.247.236,DEV-72823185,-20.9669515,109.147876,approved,0
TXN0000154,U0487,2026-02-27T21:04:20.853593,232.51,USD,atm_withdrawal,MER-eUhL-1695,atm,112.83.183.31,DEV-11557965,43.8114805,-151.266483,approved,0
TXN0000155,U0319,2026-03-01T19:44:20.853659,432.26,USD,purchase,MER-YhJN-5007,food,72.54.172.80,DEV-56301770,88.4754435,150.424704,approved,0
TXN0000156,U0302,2026-03-04T20:39:20.853722,176.62,USD,purchase,MER-YwwA-5011,food,36.222.230.111,DEV-21983544,36.4443205,-108.555716,approved,0
TXN0000157,U0442,2026-03-04T11:20:20.853784,307.89,USD,atm_withdrawal,MER-LiNW-5185,retail,156.43.164.168,DEV-80819266,0.021763,-81.463068,approved,0
TXN0000158,U0414,2026-02-26T23:53:20.853848,326.27,USD,purchase,MER-Fqzp-5557,retail,51.233.122.212,DEV-35372115,-38.581039,-12.877921,approved,0
TXN0000159,U0428,2026-03-01T14:13:20.853910,491.21,USD,wire_transfer,MER-hdNz-1165,wire,202.189.47.34,DEV-42672620,-49.3576535,-45.956612,approved,0
